lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
207,80.75,1,7,696,28,4,4,2,3,1
46,207.9,2,5,25139,28,4,1,2,0,1
28,98.2,0,9,7369,5,4,3,1,0,1
14,115.0,0,9,6703,5,4,1,1,3,1
161,130.0,0,3,5547,25,4,2,1,1,0
279,80.75,1,10,11896,10,3,2,1,0,1
14,67.0,0,12,9405,5,2,0,1,0,1
57,88.4,0,12,18742,26,4,3,1,3,0
0,129.0,0,8,1451,17,4,0,1,3,1
32,99.0,2,9,4215,25,4,0,1,3,1
193,86.5,0,7,25454,15,4,1,0,0,0
285,100.0,0,10,22737,3,3,3,1,0,0
63,135.9,2,8,10982,14,4,2,2,0,1
21,159.0,0,8,14790,1,4,3,1,0,0
208,81.0,1,12,3305,27,3,1,0,0,1
20,122.0,1,8,5516,31,4,2,0,0,0
34,224.67,0,9,31365,23,3,3,0,1,0
1,133.0,1,9,17346,7,4,0,1,0,1
134,63.75,1,8,9176,20,3,1,0,0,1
41,116.1,0,5,26492,9,4,3,1,3,0
61,159.3,1,5,5421,4,4,1,0,0,1
50,63.75,0,3,6173,5,4,5,2,3,0
10,0.0,2,8,14198,21,1,1,0,0,1
14,62.5,0,5,2667,27,3,1,0,0,1
67,32.71,0,11,34090,1,3,1,2,0,1
303,78.0,0,8,10920,19,3,3,2,0,0
8,120.0,2,10,25533,20,4,3,0,0,1
86,82.45,1,3,181,31,4,3,1,0,1
113,92.94,1,7,3584,5,4,5,1,0,1
87,98.25,1,9,10080,15,4,3,0,0,1
172,95.0,0,6,26022,24,3,2,0,0,0
294,112.5,0,12,6098,26,4,0,1,1,1
24,104.0,1,12,15404,18,4,1,2,0,1
204,126.9,1,9,28855,8,4,3,0,0,0
83,106.38,1,10,6842,31,4,4,1,0,1
96,178.65,2,8,34631,12,4,2,1,1,1
44,75.0,0,2,15512,17,3,3,0,0,1
146,95.0,0,4,6504,24,4,0,2,0,0
40,114.3,0,4,32505,17,4,0,2,0,0
103,168.3,1,9,1413,13,4,4,0,0,0
125,132.3,2,10,1562,17,4,0,1,0,1
32,85.0,0,10,19864,15,3,1,1,0,1
14,80.0,1,8,31909,18,4,2,0,3,1
2,65.0,0,10,35638,27,2,1,0,0,1
21,115.55,3,11,26540,22,4,5,0,1,1
33,98.1,0,5,22154,25,4,1,0,3,0
0,98.0,0,8,4684,23,4,0,2,0,1
106,111.3,0,4,12418,28,4,3,0,0,1
5,65.0,0,7,8029,10,2,0,2,0,1
170,108.3,1,8,5259,18,4,3,0,0,0
1,197.0,0,5,4729,20,4,1,0,0,1
193,65.0,0,10,3623,15,4,3,0,0,0
0,66.4,0,5,14655,9,3,0,1,3,1
16,142.0,0,4,22624,14,4,1,0,0,0
91,61.33,1,10,22953,30,4,2,2,3,1
11,80.85,1,9,180,9,4,3,0,0,1
56,120.0,0,6,23090,8,3,1,0,0,1
154,177.3,3,6,13151,28,4,3,0,0,1
151,200.0,0,6,19409,27,3,0,1,0,0
6,180.67,1,8,15980,15,4,2,1,0,1
132,79.56,0,7,27078,13,3,4,2,0,1
8,169.38,0,9,31458,21,2,2,0,0,1
41,99.9,1,4,16780,19,4,1,0,0,1
0,58.0,0,12,469,27,3,1,2,0,1
188,130.0,0,6,24467,15,3,2,0,0,0
8,130.48,0,5,2166,28,4,2,2,0,0
0,89.0,0,3,1027,29,4,1,0,3,1
4,133.0,2,9,18127,22,4,3,0,3,1
112,120.0,1,6,35096,2,3,3,0,0,1
2,91.0,1,2,31114,13,4,1,0,0,1
0,123.0,0,10,7502,20,3,1,0,0,1
33,99.0,2,9,25916,25,4,0,1,3,1
3,133.0,1,9,25012,7,4,0,1,0,1
59,85.85,1,3,1795,28,4,3,1,0,1
265,115.0,1,6,10630,24,3,2,0,1,0
256,115.0,1,6,27949,15,3,2,0,1,0
105,37.5,0,10,13847,12,3,3,0,0,1
35,85.0,1,8,15842,20,3,1,2,0,1
55,150.45,2,5,32447,11,4,4,1,0,1
21,93.0,1,3,31498,10,4,2,0,0,1
35,117.9,0,6,34623,30,4,3,0,0,0
130,85.5,2,8,1192,27,4,1,2,3,1
78,158.4,1,9,35900,18,4,1,2,0,1
138,138.5,1,8,7092,22,3,1,2,1,1
6,67.0,1,12,6174,8,2,1,0,0,1
50,86.4,1,9,22691,24,4,1,0,3,1
206,101.83,0,6,8051,30,4,3,1,0,0
263,110.0,0,10,35059,21,3,2,0,0,0
26,102.72,0,12,32886,21,4,4,1,1,0
285,100.0,0,10,14176,3,3,3,1,0,0
27,108.0,0,9,17361,30,3,2,0,0,1
142,108.3,0,8,16734,24,4,3,0,0,1
0,85.24,0,8,28847,30,4,1,0,3,1
31,77.0,0,2,7167,4,2,1,0,0,1
51,118.8,1,10,34492,4,4,3,0,0,1
19,90.0,0,10,19759,6,3,3,0,0,1
275,62.8,0,6,22799,4,3,1,1,0,0
22,85.0,0,10,27059,5,3,2,0,0,1
77,96.3,1,4,3734,14,4,3,0,0,1
155,90.95,2,6,137,28,4,5,2,0,1
85,90.0,0,9,29353,9,2,2,0,0,1
2,108.5,2,6,4447,12,4,0,2,3,1
28,110.65,2,10,3860,12,4,1,1,0,1
151,162.0,2,9,31583,23,4,2,2,0,0
54,143.1,2,5,35315,18,4,2,0,0,1
158,146.7,2,7,1826,7,4,3,0,0,0
3,152.0,3,9,12256,19,4,1,2,3,1
79,85.5,0,3,27396,26,4,1,1,3,1
17,113.33,2,10,20500,1,4,3,0,0,1
8,101.0,1,4,29901,18,4,0,1,0,1
39,128.99,1,9,5102,27,4,4,0,0,0
6,106.33,1,3,19240,10,4,3,0,0,1
56,120.0,0,6,1297,8,3,1,0,0,1
7,114.0,1,10,10804,5,4,1,1,3,1
43,79.48,2,11,26124,12,4,2,2,3,1
174,70.0,0,10,7713,10,3,1,1,0,0
151,70.67,0,1,9401,19,3,3,0,0,1
59,151.2,0,10,8827,9,4,0,1,0,1
29,85.0,0,12,14544,2,2,2,0,0,1
39,101.5,0,8,32979,14,3,2,0,1,1
138,115.6,1,7,19002,18,4,4,1,0,1
229,85.5,0,9,22630,3,4,1,0,3,0
175,99.45,0,8,34353,10,4,4,0,0,0
0,160.0,0,9,25099,27,2,1,0,0,1
70,100.0,0,6,9485,3,3,2,0,0,1
102,101.5,0,10,26653,16,3,2,0,1,0
115,104.55,1,4,17923,29,4,3,2,0,0
257,80.0,0,7,8762,1,3,2,0,1,1
118,110.0,0,6,28367,6,3,2,1,0,1
50,141.0,0,11,28450,2,3,4,0,1,1
90,127.8,1,4,32719,28,4,2,0,0,0
21,80.3,1,1,12590,29,4,2,0,0,1
121,113.05,0,5,13028,14,4,2,2,0,0
162,70.0,0,9,28028,17,3,3,0,0,0
200,161.1,2,9,12555,19,4,2,1,1,0
14,100.0,0,10,24115,15,3,1,0,0,1
74,109.0,0,9,11285,18,3,2,0,1,1
66,88.4,3,11,4059,25,4,3,2,0,1
159,70.0,1,4,13981,9,3,1,1,0,1
2,87.0,0,2,7739,12,3,2,0,0,1
31,80.3,0,2,20548,3,4,4,0,0,1
155,137.7,1,7,31223,16,4,1,1,0,0
100,93.6,2,12,11318,2,4,2,1,0,0
276,61.0,0,5,16214,13,3,3,2,0,0
0,150.92,1,6,26565,13,4,3,1,0,1
0,65.0,0,5,31736,30,2,0,1,0,1
86,137.7,0,7,8958,26,4,2,0,0,1
56,82.0,0,9,29,17,3,2,0,1,1
41,118.0,0,12,34836,31,3,3,0,0,1
157,217.6,0,8,22294,19,4,3,2,1,0
48,93.5,2,3,10957,20,4,2,2,0,1
112,129.6,0,9,12571,8,4,1,0,0,0
26,145.0,2,4,21238,15,4,2,0,0,1
87,131.0,0,12,11499,25,4,0,2,0,1
141,119.0,2,8,29918,4,4,3,1,0,1
7,124.0,1,3,6032,14,4,3,1,0,1
258,73.41,3,12,28561,28,4,5,2,0,1
52,116.1,0,7,32730,9,4,1,2,0,0
275,110.0,0,4,16595,17,3,0,2,1,0
74,101.5,0,9,11860,18,3,2,0,1,1
230,137.0,1,9,22233,6,3,5,0,0,0
0,109.0,0,8,4345,14,3,2,0,1,1
6,100.63,0,11,32451,14,2,3,1,0,1
75,105.0,0,10,2644,30,4,0,2,1,0
102,109.0,0,10,29563,16,3,2,0,1,1
11,150.0,1,11,1869,5,4,1,0,0,0
56,133.1,3,3,17819,20,4,3,2,0,1
85,60.0,0,12,27919,17,3,3,1,0,1
24,46.4,0,11,29212,27,3,3,2,0,1
13,96.0,1,1,960,20,4,2,0,0,1
9,114.5,2,9,984,7,4,1,1,0,1
3,0.0,0,11,18043,18,1,2,0,0,1
97,85.5,0,4,18712,25,4,2,1,3,1
0,110.0,1,3,13061,6,4,1,2,0,1
44,54.71,1,11,6241,15,4,5,1,3,1
89,79.82,0,12,25971,30,4,3,0,0,1
86,79.2,1,12,21648,2,4,2,1,3,1
16,101.0,1,6,32410,23,4,1,0,0,1
12,90.0,1,6,454,8,3,1,0,0,1
116,61.0,0,2,9892,28,3,1,2,0,0
231,69.58,0,12,4122,27,4,5,2,0,0
11,119.0,1,5,7585,31,4,2,0,3,0
23,105.0,2,9,33959,14,4,3,1,0,1
124,94.5,0,8,34561,8,3,1,2,1,0
265,115.0,1,6,27001,24,3,2,0,1,0
4,205.0,1,11,5729,9,4,1,0,0,1
17,75.0,0,1,33135,22,4,3,2,3,1
133,90.95,0,6,8158,21,3,5,0,0,1
111,80.24,0,6,22478,7,3,4,0,0,1
37,103.5,2,9,33518,2,4,1,0,0,1
46,0.0,0,6,30414,17,1,2,0,0,1
12,111.35,0,5,3554,31,4,3,0,0,0
130,116.1,0,6,24060,2,4,3,0,3,0
273,95.0,0,5,2981,13,4,2,1,0,0
89,169.58,1,6,16505,14,4,4,0,0,0
192,110.0,0,6,14412,24,3,2,0,0,0
3,79.0,0,12,34878,5,2,2,1,0,1
0,67.5,0,8,32568,24,3,2,1,0,1
97,64.98,1,3,1259,24,4,3,1,0,1
1,101.0,0,3,20362,3,4,2,0,0,0
193,120.0,0,6,22672,20,3,2,1,0,0
23,119.0,1,10,30312,20,4,2,0,3,0
7,89.0,0,5,24633,16,4,0,1,3,1
104,65.0,0,12,7882,3,3,3,0,0,1
237,89.25,0,9,30478,14,4,2,1,0,0
232,80.75,3,10,35806,19,4,4,0,0,1
89,72.25,2,11,11622,23,4,2,1,0,1
57,60.0,0,11,36041,20,3,2,1,0,1
84,104.4,0,10,18853,25,4,5,0,0,0
18,141.0,0,5,11117,7,4,1,1,0,0
62,135.9,2,8,5194,10,4,2,0,0,1
129,99.45,0,5,4057,10,4,4,0,0,1
0,89.0,0,4,3423,5,4,1,0,3,1
79,85.5,1,7,4191,15,4,4,0,0,0
2,91.38,0,11,9658,25,4,4,2,0,1
79,96.3,0,3,33131,21,4,2,1,0,1
230,96.3,1,9,28415,2,4,2,1,0,1
96,131.4,0,8,31926,26,4,2,0,0,0
0,65.0,1,10,27229,5,2,2,0,0,1
0,45.0,0,3,16900,18,3,1,0,0,1
20,211.0,2,6,31540,8,4,4,0,0,1
80,114.9,1,12,34759,27,4,3,0,0,1
91,148.5,1,8,19304,3,4,2,0,0,1
301,115.0,1,7,30346,30,3,1,1,1,0
10,91.38,2,11,26103,22,4,5,1,0,1
323,112.0,1,5,19495,17,3,4,0,1,0
185,79.2,0,12,16735,16,4,2,1,3,0
138,104.55,0,8,15444,4,4,3,2,0,0
14,100.0,0,10,1429,15,3,2,0,0,1
192,102.0,0,9,30039,25,3,3,2,0,0
141,163.8,1,9,9048,23,4,2,0,0,1
16,165.0,3,9,10924,5,4,1,2,0,1
15,231.0,0,8,29897,16,4,2,0,0,0
1,108.0,0,9,17039,4,3,1,0,1,1
74,87.0,0,9,26006,18,3,2,0,1,1
38,125.1,0,8,9755,21,4,0,1,3,0
41,135.9,1,9,28498,25,4,0,2,0,0
0,67.5,2,3,5718,25,3,2,1,0,1
21,129.58,0,12,23108,28,4,4,0,0,1
21,87.01,1,9,30979,25,4,0,1,3,1
83,126.72,2,10,24769,21,4,3,2,0,1
346,115.0,1,9,23608,13,3,2,0,1,0
56,94.5,3,10,7379,21,4,3,0,0,1
279,110.0,0,10,29332,12,3,3,0,0,0
31,102.9,1,2,10773,22,3,2,1,0,1
100,91.9,1,4,25390,18,4,1,1,0,1
45,96.33,1,9,11359,10,4,1,2,3,1
57,59.21,1,2,1611,27,4,4,2,0,1
64,71.6,0,3,25436,5,4,2,2,0,1
32,124.0,1,11,30597,4,4,1,0,0,0
127,139.5,0,8,35258,14,4,0,1,0,1
16,141.0,1,3,31185,29,4,4,0,0,1
1,85.0,0,12,35519,10,4,1,0,3,1
2,77.0,0,9,12374,20,3,0,2,0,1
14,105.0,0,7,1345,21,2,2,0,0,0
2,91.0,2,6,20250,13,4,1,1,0,1
105,75.0,0,4,16511,6,3,1,0,0,0
346,115.0,1,9,32368,13,3,2,0,1,0
95,37.33,1,3,32736,22,3,3,0,0,1
3,89.0,0,4,1514,8,4,1,0,3,0
98,79.2,2,11,18189,26,4,1,1,3,0
34,224.67,0,9,28208,23,3,3,0,1,0
13,59.33,1,11,15625,12,4,5,2,3,1
111,121.5,1,7,18506,16,4,1,0,0,1
0,0.0,0,12,8331,10,1,1,0,0,1
69,88.4,1,7,18036,28,3,5,2,0,1
0,185.0,0,9,13688,19,2,2,1,0,1
6,166.0,0,8,7264,4,4,3,0,0,0
35,219.6,0,8,2190,19,4,3,2,1,0
113,100.0,0,5,14353,31,2,3,0,0,0
270,68.0,0,12,22481,7,3,4,1,0,1
112,99.95,0,5,7807,7,4,1,1,3,1
65,80.75,0,6,32165,9,3,3,1,0,1
265,115.0,1,6,9698,24,3,2,0,1,0
39,74.88,1,10,8042,23,4,2,1,0,1
88,112.2,0,10,2254,5,3,1,1,1,1
116,113.09,1,9,28800,29,4,5,2,0,1
1,95.0,1,12,32362,28,4,1,1,3,1
125,130.5,1,7,9574,29,4,1,0,0,1
85,75.0,0,10,28249,6,3,3,1,0,0
9,174.25,0,10,35607,22,3,1,0,0,1
120,71.67,1,4,27628,23,4,2,2,0,1
5,127.0,2,8,12574,17,4,1,0,3,1
23,89.0,2,9,29627,11,4,0,2,3,1
32,149.4,0,3,25891,25,4,2,0,0,0
54,97.4,1,11,11610,23,4,4,0,0,1
2,205.0,1,9,12094,30,4,1,0,0,1
48,68.0,0,12,6871,1,3,3,2,0,1
155,186.3,0,8,21404,16,4,2,0,0,0
92,90.0,0,11,20239,11,3,1,0,0,1
24,70.0,0,11,30458,18,3,2,0,3,1
165,180.2,0,8,4004,19,4,3,2,1,0
133,76.0,0,6,357,13,3,3,1,0,1
111,120.0,0,10,3686,10,4,0,1,0,0
88,72.25,0,4,8005,2,4,2,2,3,1
10,65.0,1,7,14302,4,2,1,1,0,1
110,70.0,0,12,4510,9,3,4,0,0,1
4,170.0,2,9,34619,12,4,1,1,0,1
172,95.0,0,6,16853,24,3,2,0,0,0
27,167.2,0,9,27372,9,4,2,2,0,1
103,80.0,0,5,23948,4,3,3,0,0,1
61,73.0,0,10,31095,4,3,0,2,0,1
55,127.82,1,3,23587,31,3,1,0,0,1
86,82.45,1,3,7809,31,4,3,1,0,1
88,69.5,1,1,33925,29,4,2,0,3,1
29,57.0,0,3,24512,1,3,3,0,0,1
48,94.5,0,10,21442,25,4,1,2,0,0
185,81.77,2,5,23935,6,4,2,0,0,0
0,69.01,0,6,4153,9,4,1,0,3,1
35,161.78,1,8,7408,25,4,3,1,0,0
65,149.4,1,9,32412,9,4,1,0,0,0
118,110.0,2,6,26187,6,3,5,1,0,1
208,150.45,0,9,12738,12,4,12,5,0,0
3,106.0,0,2,32752,16,4,4,0,0,0
2,165.0,1,9,34398,19,3,1,2,0,1
191,132.0,0,6,16701,3,3,2,1,0,0
124,130.05,2,7,21945,17,4,2,2,0,1
29,85.0,0,12,17461,2,2,2,0,0,1
89,90.95,1,4,2605,18,4,3,1,0,1
16,154.4,1,9,6669,18,4,3,2,0,0
322,80.0,0,5,10574,19,3,3,1,0,0
95,89.25,1,4,2587,27,4,4,1,3,1
51,88.0,2,11,15413,2,4,4,1,3,1
162,70.0,0,9,34242,17,3,3,0,0,1
7,170.33,2,10,11892,9,4,2,1,0,1
99,134.16,2,5,9209,6,4,3,2,0,1
38,103.95,0,3,9410,20,4,2,2,0,1
1,90.0,1,2,30019,4,4,4,2,3,1
92,137.7,0,7,32841,17,4,2,2,0,1
55,139.5,2,10,26418,13,4,3,2,0,1
3,98.0,1,1,20994,22,4,2,0,0,1
210,146.0,0,7,7778,27,3,2,0,0,0
31,77.0,0,2,32929,4,2,2,0,0,1
8,103.0,1,11,13341,14,4,1,1,0,1
116,61.0,0,2,2021,28,4,1,2,0,0
31,77.0,0,2,18048,4,2,2,0,0,1
50,1.0,2,1,24189,14,4,3,0,0,1
101,69.5,1,2,4669,18,4,3,0,3,1
189,109.8,0,10,12255,28,4,2,1,0,0
30,121.0,0,9,12259,30,3,2,0,1,1
151,71.0,0,1,2905,19,3,2,0,0,1
71,120.0,0,6,8835,14,3,3,0,0,1
39,85.5,0,9,2702,4,4,2,2,0,1
106,77.33,0,3,29469,22,3,3,0,0,1
99,80.0,0,2,32230,19,2,1,0,0,1
298,76.0,0,5,11291,10,3,2,0,0,1
54,47.43,0,3,28997,1,4,4,0,3,0
9,140.0,1,10,2351,16,4,2,2,3,0
63,167.45,1,4,19062,13,4,4,0,0,1
15,114.33,0,6,25016,12,4,1,2,0,0
63,94.95,2,4,12167,26,4,2,0,3,1
0,79.0,0,11,33089,28,2,1,1,0,1
0,65.0,0,2,33559,2,2,2,0,0,1
110,70.0,0,12,1751,9,3,4,0,0,1
0,136.0,1,10,10491,6,4,1,0,0,1
54,94.5,0,6,13215,2,3,2,0,0,1
5,127.4,3,10,8276,30,4,3,2,0,1
335,80.0,0,10,5775,13,3,3,0,0,1
9,141.0,0,3,27481,22,4,3,0,0,1
4,104.0,0,4,15546,12,0,2,0,0,1
386,115.0,1,10,418,23,4,0,2,1,0
33,140.4,0,4,22506,29,4,3,2,0,1
14,159.0,0,5,24218,8,4,3,2,0,0
188,130.0,0,6,9832,15,3,2,0,0,0
57,219.6,0,12,648,29,4,3,0,0,0
10,156.0,2,8,5003,13,4,1,1,0,1
269,70.0,0,12,30708,29,3,3,2,0,1
7,78.8,0,5,10684,16,4,0,1,3,1
46,116.1,0,5,32021,22,4,0,1,3,1
9,85.6,2,12,31581,5,4,1,2,0,1
118,97.75,1,4,30002,30,4,3,2,0,1
34,177.33,0,9,11911,23,3,3,0,1,1
221,65.0,0,10,35457,17,3,1,2,0,1
198,90.0,0,9,7426,9,4,2,1,0,0
72,72.25,1,3,26548,18,4,3,2,3,0
37,99.48,3,11,18564,14,4,4,1,1,1
1,91.0,1,6,11931,13,4,1,1,0,1
103,115.0,0,4,14401,19,3,2,0,0,0
70,69.5,0,2,12675,5,4,2,0,3,1
68,116.45,2,4,29832,1,4,2,2,0,1
150,131.75,2,7,1891,14,4,8,2,0,0
184,90.9,2,10,22699,17,4,3,1,0,1
56,116.1,1,5,2634,13,4,2,1,3,1
46,60.0,0,11,17250,7,3,2,2,0,1
67,105.3,3,7,26539,24,4,3,2,0,1
22,124.0,1,9,20851,13,3,3,0,0,1
237,148.26,0,12,5032,28,4,5,2,0,1
99,103.5,1,7,23246,6,4,3,0,3,1
88,125.66,3,12,3110,28,4,3,0,0,1
2,95.0,0,11,23658,24,3,1,0,0,1
20,75.0,0,1,26050,30,4,1,2,3,1
75,65.0,0,6,29488,15,2,1,0,0,1
92,65.0,0,10,8348,7,3,4,0,0,1
87,137.7,2,7,31422,17,4,0,1,0,1
85,108.9,0,7,19015,3,4,3,2,0,0
160,137.7,0,7,22407,14,4,3,0,0,0
0,0.0,2,1,25516,13,1,2,0,0,1
263,67.0,0,9,33778,21,3,0,1,0,1
23,99.0,1,10,13154,30,4,3,2,3,0
53,123.3,0,4,33896,2,4,1,0,0,0
11,95.0,0,5,11851,23,4,0,1,0,0
0,0.0,1,3,36080,21,1,1,1,0,1
105,107.1,1,8,2210,6,4,1,1,3,1
14,98.67,1,10,16707,30,3,2,1,0,1
150,90.0,1,6,20762,16,3,3,0,1,1
320,115.0,1,8,11356,18,3,2,0,1,0
113,76.5,1,8,1566,22,4,1,0,0,0
30,139.05,0,2,11333,2,4,5,1,0,0
71,90.0,0,9,21098,9,2,2,0,0,1
55,144.0,2,8,8173,31,4,3,0,1,1
7,112.0,0,5,23845,5,3,3,0,0,1
223,89.25,2,10,15280,4,4,0,2,0,0
101,80.0,0,4,29283,4,3,2,1,0,0
336,70.0,0,9,31464,21,3,4,1,0,1
5,100.0,0,6,9542,14,2,1,0,0,1
6,122.16,1,4,18883,21,4,3,0,0,1
71,120.0,0,6,8834,14,3,3,0,0,1
71,90.95,1,3,30851,31,4,3,1,0,1
276,116.33,0,9,1656,22,4,3,0,0,0
16,112.81,1,8,11491,24,4,1,0,3,0
12,145.0,1,7,25673,11,4,1,1,0,1
182,90.95,1,9,28165,22,3,5,2,0,1
85,76.5,1,7,12959,30,4,3,0,0,1
4,75.35,1,1,35199,10,4,14,6,0,1
174,85.5,1,6,35767,29,4,3,0,3,1
433,70.0,0,9,32618,8,3,3,0,0,0
69,77.86,1,12,18842,23,4,2,2,0,1
50,97.2,1,11,18110,4,4,1,0,0,1
304,89.0,0,11,10664,3,3,3,0,0,0
26,147.0,0,10,9666,2,4,1,2,0,0
181,120.0,1,10,23975,11,3,2,0,0,0
34,224.67,0,9,15503,23,3,3,0,1,0
81,65.0,1,3,10673,25,3,2,1,0,1
336,78.0,0,9,19822,21,3,4,1,0,1
256,76.67,0,9,7936,14,3,2,1,0,1
1,203.33,0,4,1713,13,4,3,0,0,0
198,73.46,1,4,13812,22,4,2,1,3,1
0,109.0,0,8,12187,14,3,2,0,1,1
131,94.5,0,8,18497,15,3,1,2,1,1
14,120.0,1,10,15914,19,4,2,1,0,1
5,90.0,1,8,14399,10,4,5,1,0,1
93,115.0,0,10,9813,15,3,1,2,0,0
185,79.2,0,12,30635,16,4,2,1,3,0
188,130.0,0,6,708,15,4,2,0,0,0
2,127.0,1,2,32543,7,4,0,1,0,1
104,76.5,0,4,16639,15,4,2,2,0,0
39,73.6,0,1,15676,9,3,1,2,1,1
133,81.25,1,7,30070,13,3,4,0,0,1
33,84.15,1,11,26139,11,4,2,2,3,0
23,129.0,1,4,1256,16,4,1,1,0,1
2,123.0,1,8,21950,28,3,1,2,0,1
99,81.0,0,2,29520,19,2,1,0,0,1
0,66.0,0,1,13685,19,2,3,0,0,1
17,97.0,1,3,13590,11,4,2,0,3,0
118,87.3,1,4,4708,3,4,1,2,0,0
133,72.25,1,7,1767,13,3,4,0,0,1
37,105.0,0,10,12054,13,3,3,0,0,1
94,111.6,0,4,21620,28,4,2,0,0,1
181,120.0,0,10,24572,11,3,2,0,0,0
173,96.9,0,8,10746,22,3,1,1,0,1
273,95.0,0,5,6122,13,4,2,1,0,0
0,80.0,0,12,3269,25,4,0,2,3,1
20,86.0,2,2,17814,7,4,1,2,0,1
141,96.9,0,8,14705,20,3,2,2,0,1
193,70.44,0,7,6132,9,4,1,2,0,0
42,76.5,0,9,14742,19,3,1,2,0,1
6,0.0,0,12,32818,10,4,2,0,1,1
188,90.95,1,7,27613,25,4,3,1,0,1
55,137.7,0,4,25591,12,4,1,0,0,0
25,106.2,0,9,14151,9,4,1,0,3,0
44,95.0,0,4,21824,23,3,1,2,0,1
154,124.8,1,7,29895,10,4,1,2,0,0
6,100.63,0,11,5365,14,2,3,1,0,1
191,99.45,1,7,33164,27,4,4,1,0,0
86,65.0,1,5,33873,20,3,2,1,0,1
88,85.0,1,9,22232,3,3,5,2,0,1
53,84.3,2,2,36119,27,4,1,2,0,1
63,116.0,0,9,33751,4,3,2,0,1,1
25,96.9,0,11,11057,25,4,2,2,0,0
62,76.91,1,4,13185,25,4,3,1,0,1
43,85.0,0,10,9806,13,3,1,0,0,1
0,50.0,1,12,3836,15,2,1,0,0,1
55,104.0,0,4,11315,6,3,1,0,1,1
19,90.0,0,10,11396,6,3,3,0,0,1
6,106.0,2,8,6198,19,4,4,0,0,1
110,113.76,1,7,31415,19,4,4,0,0,1
54,80.1,0,3,23298,28,4,1,1,3,0
96,90.0,0,11,28203,16,4,3,0,0,1
68,166.35,2,9,683,9,4,2,1,1,1
148,104.4,1,10,17406,27,4,3,0,0,0
331,110.78,2,12,32013,27,4,5,1,0,0
15,84.33,0,3,20524,5,4,1,2,3,1
138,94.5,0,8,23662,22,3,1,2,1,1
141,90.0,0,9,26926,20,3,0,1,0,1
137,117.3,2,12,30706,24,4,3,2,1,1
103,198.98,1,8,34087,2,4,5,2,0,1
145,202.5,0,10,19827,22,4,1,1,1,0
39,109.0,0,8,34863,14,3,2,0,1,1
11,87.01,1,9,32484,6,4,3,0,3,1
23,124.0,2,9,20630,20,4,2,2,0,1
75,105.0,0,10,26403,30,3,0,2,1,0
198,90.0,0,9,32797,9,3,2,1,0,0
60,65.0,0,9,2782,21,3,1,1,0,1
126,126.0,0,8,187,15,4,4,1,0,1
159,70.0,1,4,19701,9,3,1,1,0,1
1,180.0,0,9,6809,24,4,1,0,3,0
59,70.72,0,11,17561,17,4,3,0,0,1
53,88.0,1,11,13728,4,4,2,0,3,1
160,107.0,1,4,26964,17,4,2,2,0,0
90,96.9,0,7,24607,10,3,1,2,0,1
33,64.0,0,1,34810,25,2,3,1,0,1
13,75.0,1,10,29928,6,3,3,0,0,1
298,93.0,0,5,29672,10,3,2,0,0,1
166,110.0,0,11,24793,1,3,3,0,0,0
112,131.13,0,12,24413,27,4,3,0,0,0
23,72.8,0,2,7363,12,4,2,1,0,0
64,145.5,2,9,20990,2,4,1,0,0,1
2,129.0,1,6,7698,16,4,2,0,3,1
14,107.67,1,11,26072,18,4,2,1,0,1
102,63.75,0,8,28080,6,3,1,1,3,1
69,82.45,0,3,5474,28,4,3,1,0,1
144,80.75,0,6,6557,29,4,4,1,0,0
136,198.9,0,5,8099,26,4,3,0,0,0
1,120.0,2,10,3617,25,4,1,0,3,1
26,88.4,1,11,5099,16,4,4,0,0,1
127,84.15,0,12,25978,29,3,3,1,0,1
92,90.0,1,5,21207,4,3,4,0,0,0
3,54.75,1,10,17555,1,3,3,1,0,1
30,94.5,2,9,1383,14,4,3,1,0,1
80,86.0,0,9,21497,26,3,2,1,1,1
10,72.9,0,1,3297,15,4,1,0,0,1
24,94.33,0,3,33680,10,4,3,0,0,1
11,55.0,0,11,21374,30,3,2,1,0,1
9,0.0,1,10,29454,10,1,0,1,0,1
43,106.8,0,3,1042,17,4,3,0,0,1
150,106.0,0,7,20865,25,2,4,1,0,1
66,82.8,2,11,17324,11,4,6,2,0,1
15,69.0,0,12,14720,1,4,2,0,0,1
57,111.6,2,5,11368,18,4,2,0,3,1
9,84.0,0,1,21394,20,4,4,0,0,1
154,62.0,1,2,6115,12,3,2,1,0,1
13,54.75,0,10,20642,20,3,4,0,0,1
22,88.33,1,11,32147,21,4,1,2,0,1
0,89.0,0,5,19565,9,4,0,1,3,1
191,101.75,0,7,31451,25,4,4,1,0,0
17,81.0,0,1,17537,24,4,6,4,0,1
26,67.76,1,12,18923,21,4,1,0,3,1
2,65.0,0,12,14499,9,2,1,0,0,1
21,144.0,1,4,11253,13,4,2,0,0,1
240,80.75,0,10,21444,27,4,3,1,3,0
120,99.45,0,5,24477,9,4,3,1,0,0
80,104.49,0,6,17246,21,4,1,0,3,0
16,138.0,1,12,8553,29,4,3,0,0,1
42,129.95,0,3,7663,14,4,4,1,1,0
5,121.43,1,7,14724,14,4,3,0,0,1
25,103.95,2,4,28683,12,4,2,0,3,1
72,68.0,0,3,2751,27,3,2,2,0,1
